criteria;NbTrees;NbEspeces;percent;Kreal;Ktrouve;|Ktrouve-Kreal|;|Ktrouve-Kreal|/max(Ktrouve,Kreal));T;RI;ARI;Score;Partition trouve;Partition Ref;Time;
CH;13;?;?;?;10;10;1.000;0;0.038;0.000;9.249;part(4 <> 5 <> 2 <> 9 <> 8 <> 6 <> 7 <> 1 <> 5 <> 3 <> 10 <> 3 <> 7 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
W;13;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
CH;13;?;?;?;2;2;1.000;0;0.538;0.000;2.634;part(1 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 1 <> 2 <> 1 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
W;13;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
W;36;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
W;36;?;?;?;10;10;1.000;0;0.076;0.000;-10000000000.000;part(6 <> 9 <> 1 <> 8 <> 10 <> 4 <> 7 <> 2 <> 8 <> 6 <> 9 <> 5 <> 5 <> 7 <> 1 <> 4 <> 8 <> 5 <> 3 <> 3 <> 10 <> 4 <> 1 <> 5 <> 7 <> 7 <> 3 <> 6 <> 1 <> 10 <> 3 <> 4 <> 2 <> 2 <> 10 <> 9 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
W;21;?;?;?;10;10;1.000;0;0.057;0.000;-10000000000.000;part(5 <> 7 <> 8 <> 10 <> 4 <> 6 <> 10 <> 3 <> 5 <> 1 <> 7 <> 3 <> 4 <> 9 <> 6 <> 1 <> 8 <> 2 <> 9 <> 10 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );4.000;
W;21;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );4.000;
W;36;?;?;?;10;10;1.000;0;0.076;0.000;-10000000000.000;part(6 <> 9 <> 1 <> 8 <> 10 <> 4 <> 7 <> 2 <> 8 <> 6 <> 9 <> 5 <> 5 <> 7 <> 1 <> 4 <> 8 <> 5 <> 3 <> 3 <> 10 <> 4 <> 1 <> 5 <> 7 <> 7 <> 3 <> 6 <> 1 <> 10 <> 3 <> 4 <> 2 <> 2 <> 10 <> 9 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
W;21;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );5.000;
W;21;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );4.000;
W;36;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
W;36;?;?;?;5;5;1.000;0;0.606;0.000;-10000000000.000;part(1 <> 2 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 2 <> 5 <> 5 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;2;2;1.000;0;0.487;0.000;8.252;part(1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
BH;36;?;?;?;10;10;1.000;0;0.257;0.000;-10000000000.000;part(5 <> 5 <> 3 <> 5 <> 6 <> 9 <> 5 <> 5 <> 5 <> 8 <> 2 <> 4 <> 4 <> 7 <> 5 <> 10 <> 8 <> 1 <> 5 <> 9 <> 5 <> 5 <> 3 <> 5 <> 7 <> 5 <> 1 <> 10 <> 5 <> 5 <> 5 <> 6 <> 5 <> 5 <> 5 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
BH;36;?;?;?;5;5;1.000;0;0.606;0.000;-10000000000.000;part(1 <> 2 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 2 <> 5 <> 5 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;2;2;1.000;0;0.487;0.000;9.202;part(1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
BH;36;?;?;?;5;5;1.000;0;0.606;0.000;-10000000000.000;part(1 <> 2 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 2 <> 5 <> 5 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );7.000;
BH;36;?;?;?;5;5;1.000;0;0.606;0.000;-10000000000.000;part(1 <> 2 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 2 <> 5 <> 5 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );7.000;
BH;36;?;?;?;5;5;1.000;0;0.606;0.000;-10000000000.000;part(1 <> 2 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 2 <> 5 <> 5 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
BH;36;?;?;?;5;5;1.000;0;0.606;0.000;-10000000000.000;part(1 <> 2 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 2 <> 5 <> 5 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;2;2;1.000;0;0.487;0.000;9.202;part(1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
BH;36;?;?;?;5;5;1.000;0;0.606;0.000;-10000000000.000;part(1 <> 2 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 2 <> 5 <> 5 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
BH;36;?;?;?;5;5;1.000;0;0.606;0.000;-10000000000.000;part(1 <> 2 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 2 <> 5 <> 5 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
BH;36;?;?;?;5;5;1.000;0;0.606;0.000;-10000000000.000;part(1 <> 2 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 2 <> 5 <> 5 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 4 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;2;2;1.000;0;0.487;0.000;9.202;part(1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;2;2;1.000;0;0.487;0.000;9.202;part(1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
BH;13;?;?;?;10;10;1.000;0;0.077;0.000;-10000000000.000;part(1 <> 10 <> 6 <> 2 <> 10 <> 5 <> 7 <> 8 <> 10 <> 4 <> 9 <> 3 <> 10 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
BH;36;?;?;?;7;7;1.000;0;0.448;0.000;-10000000000.000;part(3 <> 1 <> 1 <> 1 <> 7 <> 6 <> 1 <> 1 <> 1 <> 2 <> 1 <> 5 <> 5 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 6 <> 4 <> 7 <> 1 <> 1 <> 4 <> 2 <> 1 <> 3 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;2;2;1.000;0;0.487;0.000;9.025;part(1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;13;?;?;?;2;2;1.000;0;0.462;0.000;2.608;part(1 <> 2 <> 1 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 1 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
CH;52;?;?;?;2;2;1.000;0;0.502;0.000;4.719;part(1 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 2 <> 2 <> 2 <> 1 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );12.000;
BH;52;?;?;?;4;4;1.000;0;0.783;0.000;-10000000000.000;part(3 <> 3 <> 4 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 4 <> 3 <> 3 <> 3 <> 1 <> 3 <> 3 <> 3 <> 3 <> 3 <> 1 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 2 <> 3 <> 3 <> 2 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 <> 3 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );12.000;
CH;52;?;?;?;2;2;1.000;0;0.502;0.000;4.719;part(1 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 2 <> 2 <> 2 <> 1 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );12.000;
CH;6;?;?;?;5;5;1.000;0;0.067;0.000;6.263;part(2 <> 2 <> 5 <> 4 <> 3 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 );1.000;
BH;6;?;?;?;5;5;1.000;0;0.067;0.000;-10000000000.000;part(5 <> 5 <> 2 <> 3 <> 1 <> 4 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 );1.000;
BH;6;?;?;?;5;5;1.000;0;0.067;0.000;-10000000000.000;part(2 <> 5 <> 1 <> 4 <> 3 <> 5 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 );1.000;
CH;6;?;?;?;5;5;1.000;0;0.067;0.000;2369166.667;part(1 <> 2 <> 5 <> 4 <> 3 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 );1.000;
CH;6;?;?;?;4;4;1.000;0;0.200;0.000;20.161;part(2 <> 2 <> 3 <> 4 <> 1 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 );1.000;
CH;6;?;?;?;4;4;1.000;0;0.200;0.000;20.161;part(2 <> 2 <> 3 <> 4 <> 1 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 );1.000;
CH;13;?;?;?;10;10;1.000;0;0.038;0.000;4.558;part(8 <> 6 <> 7 <> 7 <> 9 <> 1 <> 2 <> 3 <> 2 <> 4 <> 10 <> 5 <> 5 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
BH;13;?;?;?;10;10;1.000;0;0.051;0.000;-10000000000.000;part(5 <> 10 <> 9 <> 4 <> 8 <> 2 <> 10 <> 7 <> 10 <> 3 <> 6 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
BH;13;?;?;?;10;10;1.000;0;0.051;0.000;-10000000000.000;part(5 <> 10 <> 9 <> 4 <> 8 <> 2 <> 1 <> 7 <> 10 <> 3 <> 6 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
CH;13;?;?;?;10;10;1.000;0;0.051;0.000;10726410.256;part(4 <> 10 <> 7 <> 6 <> 8 <> 9 <> 2 <> 1 <> 10 <> 3 <> 5 <> 2 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
